Id,RAKE_Word_Scores
460208,"{'think': 12.056, 'use': 8.056, 'timeswhen': 4.028, 'thinner': 4.028, 'tartness': 4.028, 'sweet': 4.028, 'roctane': 12.083, 'rock': 4.028, 'regular': 4.028, 'notice': 4.028, 'marathon': 4.028, 'like': 4.028, 'husband': 4.028, 'gu': 8.056, 'great': 4.028, 'go': 4.028, 'give': 8.056, 'gel': 4.028, 'flavor': 4.028, 'felt': 4.028, 'energy': 4.028, 'easy': 4.028, 'drop': 4.028, 'definitely': 4.028, 'caffeinated': 4.028, 'boston': 4.028, 'bit': 4.028, 'best': 4.028, 'bad': 4.028, 'athumbs': 4.028, 'try': 4.0}"
62897,"{'smooth': 8.019, 'without': 4.019, 'want': 4.019, 'vegan': 4.019, 'texture': 4.019, 'taste': 8.037, 'sweet': 4.019, 'sugary': 4.019, 'star': 4.019, 'separately': 4.019, 'require': 4.019, 'relevant': 4.019, 'realize': 4.019, 'pure': 8.037, 'overly': 4.019, 'often': 4.019, 'natural': 8.037, 'moist': 4.019, 'matter': 4.019, 'love': 4.019, 'like': 8.037, 'light': 4.019, 'issue': 4.019, 'immediately': 4.019, 'gritty': 4.019, 'granddaughter': 4.019, 'good': 4.019, 'gluten': 8.037, 'give': 4.019, 'free': 4.019, 'food': 4.019, 'first': 4.019, 'fine': 4.019, 'fan': 4.019, 'even': 4.019, 'eaten': 4.019, 'dry': 4.019, 'diet': 4.019, 'choice': 4.019, 'chocolate': 4.019, 'center': 4.019, 'brownie': 4.019, 'big': 4.019, 'bar': 12.056, 'another': 4.019, 'almost': 4.019, 'almonds': 4.019, 'people': 4.0}"
555266,"{'great': 8.1, 'well': 4.1, 'starbucks': 4.1, 'robust': 4.1, 'like': 4.1, 'good': 4.1, 'flavorful': 4.1, 'coffee': 4.1, 'buy': 4.1, 'brew': 4.1, 'millstone': 4.0}"
42133,"{'order': 12.143, 'use': 4.071, 'twice': 4.071, 'time': 4.071, 'third': 4.071, 'none': 4.071, 'never': 4.071, 'millet': 4.071, 'lot': 4.071, 'flour': 4.071, 'fine': 4.071, 'expire': 4.071, 'bulk': 4.071, 'problem': 4.0}"
224118,"{'really': 8.038, 'treat': 4.038, 'toy': 8.077, 'stuff': 4.038, 'pup': 4.038, 'personally': 4.038, 'need': 4.038, 'love': 4.038, 'introduce': 4.038, 'great': 8.077, 'get': 8.077, 'favorite': 4.038, 'enough': 4.038, 'engagement': 4.038, 'easy': 4.038, 'dog': 8.077, 'difficulty': 4.038, 'constant': 4.038, 'clean': 4.038, 'bore': 4.038, 'away': 4.038, 'adjustment': 4.038, 'let': 4.0}"
373993,"{'hard': 7.986, 'price': 11.973, 'year': 3.986, 'usually': 3.986, 'use': 3.986, 'two': 3.986, 'twelve': 3.986, 'time': 3.986, 'three': 7.973, 'store': 11.959, 'stock': 3.986, 'specialty': 3.986, 'small': 3.986, 'size': 3.986, 'run': 3.986, 'regular': 3.986, 'really': 3.986, 'quite': 3.986, 'pretty': 3.986, 'periodically': 3.986, 'pack': 3.986, 'ounces': 3.986, 'organic': 11.959, 'one': 3.986, 'oil': 15.946, 'nine': 3.986, 'nice': 3.986, 'never': 3.986, 'many': 3.986, 'locally': 3.986, 'line': 3.986, 'less': 3.986, 'leave': 3.986, 'latourangelle': 7.973, 'large': 3.986, 'however': 3.986, 'high': 3.986, 'get': 3.986, 'generally': 3.986, 'four': 3.986, 'find': 7.973, 'fantastic': 3.986, 'expensive': 7.973, 'exclusively': 3.986, 'europe': 3.986, 'enough': 3.986, 'counter': 3.986, 'convenient': 3.986, 'consistent': 3.986, 'come': 3.986, 'check': 3.986, 'canola': 3.986, 'buy': 3.986, 'brand': 3.986, 'bottle': 3.986, 'beat': 3.986, 'amazon': 11.959, 'almost': 3.986}"
13955,"{'eat': 8.029, 'would': 4.029, 'snack': 4.029, 'small': 4.029, 'shake': 4.029, 'sense': 4.029, 'see': 4.029, 'sauce': 4.029, 'reach': 4.029, 'price': 4.029, 'nice': 4.029, 'much': 4.029, 'make': 4.029, 'like': 4.029, 'jerky': 4.029, 'instead': 4.029, 'inside': 4.029, 'inch': 4.029, 'hand': 12.086, 'food': 4.029, 'flavor': 4.029, 'enormous': 4.029, 'end': 4.029, 'dirty': 4.029, 'bottom': 4.029, 'beef': 4.029, 'basically': 4.029, 'bag': 16.114, 'around': 4.029, 'also': 4.029, 'good': 4.0}"
26331,"{'happy': 8.014, 'version': 4.014, 'tinkyada': 4.014, 'texture': 4.014, 'taste': 4.014, 'style': 4.014, 'stick': 4.014, 'spaghetti': 8.028, 'solve': 4.014, 'since': 4.014, 'serve': 4.014, 'seem': 4.014, 'scoop': 4.014, 'sauce': 8.028, 'rice': 4.014, 'really': 4.014, 'problem': 4.014, 'price': 4.014, 'prefers': 4.014, 'pasta': 24.085, 'one': 8.028, 'need': 4.014, 'mr': 4.014, 'meal': 4.014, 'may': 4.014, 'make': 4.014, 'leepers': 4.014, 'ingredient': 4.014, 'husband': 4.014, 'hair': 4.014, 'great': 4.014, 'giant': 4.014, 'gf': 8.028, 'get': 4.014, 'finish': 4.014, 'find': 8.028, 'family': 8.028, 'everyone': 4.014, 'enjoy': 4.014, 'downside': 4.014, 'dish': 8.028, 'dinner': 4.014, 'difficult': 4.014, 'deal': 4.014, 'corn': 4.014, 'cool': 4.014, 'comparable': 4.014, 'close': 4.014, 'box': 12.042, 'bite': 4.014, 'become': 4.014, 'ball': 4.014, 'angel': 4.014, 'although': 4.014, 'also': 4.014, 'add': 8.028, 'others': 4.0}"
130848,"{'start': 8.0, 'well': 4.0, 'weight': 4.0, 'vet': 4.0, 'various': 4.0, 'use': 4.0, 'two': 4.0, 'turkey': 4.0, 'time': 4.0, 'store': 4.0, 'shiny': 4.0, 'see': 4.0, 'research': 4.0, 'recommend': 8.0, 'really': 4.0, 'read': 4.0, 'quality': 4.0, 'product': 4.0, 'problem': 4.0, 'probably': 4.0, 'pre': 8.0, 'plus': 4.0, 'pet': 4.0, 'overweight': 4.0, 'one': 8.0, 'nice': 4.0, 'much': 4.0, 'make': 4.0, 'luck': 4.0, 'love': 4.0, 'lose': 4.0, 'longer': 4.0, 'list': 4.0, 'label': 4.0, 'ingredient': 4.0, 'iams': 4.0, 'highly': 4.0, 'gourmet': 4.0, 'good': 4.0, 'giblet': 4.0, 'get': 8.0, 'food': 20.0, 'flavor': 4.0, 'finicky': 4.0, 'feast': 12.0, 'fantastic': 4.0, 'fancy': 4.0, 'expensive': 4.0, 'exclusively': 8.0, 'exclusive': 4.0, 'everyone': 4.0, 'eater': 4.0, 'eat': 4.0, 'discover': 8.0, 'difference': 4.0, 'diet': 4.0, 'diabetic': 8.0, 'coat': 4.0, 'chicken': 4.0, 'cat': 20.0, 'buy': 4.0, 'brand': 4.0, 'asthmatic': 8.0, 'actually': 4.0}"
549057,"{'divine': 8.011, 'would': 4.011, 'veggie': 4.011, 'try': 4.011, 'tried': 4.011, 'treat': 4.011, 'top': 4.011, 'toast': 4.011, 'thing': 4.011, 'thick': 4.011, 'sweet': 4.011, 'sublime': 4.011, 'stuff': 4.011, 'spread': 4.011, 'spoon': 4.011, 'smoothy': 4.011, 'satisfy': 4.011, 'right': 4.011, 'responsible': 4.011, 'raw': 8.023, 'put': 12.034, 'premier': 4.011, 'perfect': 8.023, 'partial': 4.011, 'organic': 8.023, 'one': 4.011, 'oil': 12.034, 'nutritious': 4.011, 'mix': 4.011, 'many': 4.011, 'maker': 4.011, 'make': 4.011, 'lunch': 4.011, 'love': 4.011, 'like': 8.023, 'kid': 4.011, 'jar': 4.011, 'instead': 4.011, 'great': 8.023, 'go': 4.011, 'frost': 4.011, 'form': 4.011, 'food': 16.045, 'flavor': 4.011, 'fibrous': 4.011, 'feel': 4.011, 'favorite': 4.011, 'ever': 4.011, 'environmentally': 4.011, 'eat': 8.023, 'earth': 4.011, 'deeply': 4.011, 'curry': 4.011, 'cook': 4.011, 'confuse': 4.011, 'company': 4.011, 'coconut': 28.08, 'butter': 16.045, 'breakfast': 4.011, 'box': 4.011, 'best': 4.011, 'bar': 4.011, 'artisanas': 4.011, 'artisana': 8.023, 'also': 4.011, 'support': 4.0}"
276114,"{'adult': 8.017, 'whole': 4.017, 'way': 4.017, 'water': 16.068, 'use': 8.034, 'time': 4.017, 'thing': 4.017, 'take': 4.017, 'sometimes': 4.017, 'small': 4.017, 'shrimp': 4.017, 'serve': 4.017, 'scallop': 4.017, 'sauce': 4.017, 'remember': 4.017, 'recipe': 4.017, 'package': 4.017, 'mix': 8.034, 'milk': 4.017, 'meal': 4.017, 'make': 20.085, 'look': 4.017, 'lobster': 4.017, 'le': 4.017, 'home': 4.017, 'hire': 4.017, 'help': 4.017, 'gallon': 4.017, 'foster': 4.017, 'everything': 4.017, 'easy': 8.034, 'easily': 4.017, 'delicious': 8.034, 'cup': 8.034, 'creamy': 4.017, 'crab': 4.017, 'cook': 4.017, 'condense': 8.034, 'chicken': 4.017, 'boil': 4.017, 'bit': 4.017, 'best': 4.017, 'amount': 4.017, 'always': 4.017, 'add': 8.034, 'try': 4.0}"
31297,"{'side': 12.118, 'yogurt': 4.059, 'worth': 4.059, 'wildflower': 4.059, 'taste': 4.059, 'swirl': 4.059, 'spread': 4.059, 'regular': 4.059, 'price': 4.059, 'lovely': 4.059, 'landslide': 4.059, 'honey': 8.118, 'greek': 4.059, 'attiki': 8.118, 'toast': 4.0}"
78876,"{'like': 8.03, 'wonderful': 4.03, 'water': 8.061, 'usually': 4.03, 'time': 4.03, 'tell': 4.03, 'stuff': 4.03, 'strong': 8.061, 'say': 4.03, 'restaurant': 4.03, 'refrigerate': 4.03, 'purse': 4.03, 'pretty': 4.03, 'order': 4.03, 'new': 4.03, 'near': 4.03, 'month': 4.03, 'mind': 4.03, 'mean': 4.03, 'live': 4.03, 'keep': 8.061, 'freshness': 4.03, 'flavor': 8.061, 'far': 4.03, 'buy': 4.03, 'bottle': 8.061, 'beach': 4.03, 'bad': 4.03, 'year': 4.0}"
531070,"{'longer': 8.067, 'weak': 4.067, 'timothy': 4.067, 'think': 4.067, 'taste': 4.067, 'start': 4.067, 'receive': 4.067, 'like': 4.067, 'get': 4.067, 'espresso': 4.067, 'dish': 4.067, 'decaf': 4.067, 'coffee': 4.067, 'change': 4.067, 'brand': 4.067, 'water': 4.0}"
203751,"{'love': 8.053, 'wife': 4.053, 'store': 8.105, 'since': 4.053, 'second': 4.053, 'real': 4.053, 'junction': 4.053, 'grand': 4.053, 'get': 8.105, 'evening': 4.053, 'enjoy': 4.053, 'decaf': 4.053, 'deal': 4.053, 'coffee': 8.105, 'close': 4.053, 'caribou': 4.053, 'co': 4.0}"
479819,"{'cat': 12.036, 'worth': 4.018, 'worm': 4.018, 'without': 4.018, 'well': 4.018, 'want': 8.036, 'usually': 4.018, 'useful': 4.018, 'try': 4.018, 'treat': 12.054, 'thing': 4.018, 'suspicious': 4.018, 'stuff': 4.018, 'sprinkle': 4.018, 'salmon': 4.018, 'rustle': 4.018, 'refuse': 4.018, 'persuade': 4.018, 'night': 4.018, 'much': 4.018, 'meow': 4.018, 'medicine': 8.036, 'make': 4.018, 'lovely': 4.018, 'love': 4.018, 'like': 4.018, 'indoors': 4.018, 'inclined': 4.018, 'hear': 4.018, 'happy': 4.018, 'great': 4.018, 'get': 12.054, 'food': 8.036, 'flea': 4.018, 'fight': 4.018, 'fall': 4.018, 'excite': 4.018, 'etc': 4.018, 'entice': 4.018, 'eat': 4.018, 'definitely': 4.018, 'crumble': 4.018, 'crazy': 4.018, 'continue': 4.018, 'come': 4.018, 'bed': 4.018, 'bag': 4.018, 'asap': 4.018, 'buy': 4.0}"
236072,"{'powerful': 8.045, 'tuco': 4.045, 'try': 4.045, 'stuff': 4.045, 'snort': 4.045, 'small': 4.045, 'sky': 4.045, 'shipment': 4.045, 'sample': 4.045, 'salamanca': 4.045, 'reputation': 4.045, 'order': 4.045, 'like': 4.045, 'jar': 4.045, 'first': 4.045, 'felt': 4.045, 'definitely': 4.045, 'careful': 4.045, 'blue': 4.045, 'aware': 4.045, 'arrive': 4.045, 'already': 4.045, 'empty': 4.0}"
136256,"{'love': 12.182, 'way': 4.091, 'variety': 4.091, 'people': 4.091, 'live': 4.091, 'frozen': 4.091, 'bring': 4.091, 'bland': 4.091, 'another': 4.091, 'adult': 4.091, 'diet': 4.0}"
6941,"{'like': 32.049, 'year': 8.014, 'would': 12.021, 'weird': 4.007, 'way': 8.014, 'watered': 4.007, 'water': 4.007, 'two': 4.007, 'tout': 4.007, 'three': 4.007, 'thing': 4.007, 'tea': 8.014, 'tasting': 4.007, 'tastebud': 4.007, 'taste': 28.049, 'tangerine': 12.021, 'syrup': 4.007, 'sweet': 20.035, 'sugary': 4.007, 'sugar': 12.021, 'still': 8.014, 'somewhat': 4.007, 'someone': 4.007, 'soda': 12.021, 'say': 8.014, 'review': 4.007, 'recommend': 4.007, 'product': 4.007, 'probably': 4.007, 'previously': 4.007, 'pretty': 4.007, 'preservatives': 4.007, 'preservative': 4.007, 'past': 4.007, 'pack': 4.007, 'orange': 16.028, 'one': 4.007, 'often': 4.007, 'occasionally': 4.007, 'nice': 8.014, 'natural': 8.014, 'much': 8.014, 'mostly': 4.007, 'milk': 4.007, 'little': 4.007, 'lifelong': 4.007, 'least': 4.007, 'label': 4.007, 'juice': 20.035, 'ice': 4.007, 'hot': 4.007, 'good': 8.014, 'gluten': 4.007, 'give': 4.007, 'fruitie': 4.007, 'free': 4.007, 'flavor': 16.028, 'fake': 4.007, 'expect': 12.021, 'drinker': 4.007, 'drink': 32.056, 'diet': 4.007, 'cranberry': 4.007, 'corn': 4.007, 'color': 4.007, 'coffee': 4.007, 'certainly': 4.007, 'carbs': 4.007, 'carbonation': 4.007, 'carbonated': 4.007, 'carbonate': 20.035, 'calories': 4.007, 'calorie': 4.007, 'bit': 4.007, 'beverage': 12.021, 'artificial': 4.007, 'apple': 4.007, 'also': 4.007, 'ago': 4.007, 'advertises': 4.007, 'add': 8.014, 'actually': 4.007, '36g': 4.007, '34g': 4.007, 'enjoy': 4.0}"
39468,"{'title': 8.026, 'without': 4.026, 'weak': 4.026, 'tully': 4.026, 'truth': 4.026, 'tried': 4.026, 'tasty': 4.026, 'taste': 4.026, 'starbucks': 4.026, 'speak': 4.026, 'smoky': 4.026, 'mountain': 4.026, 'milk': 4.026, 'mighty': 4.026, 'make': 4.026, 'lot': 12.077, 'latte': 4.026, 'keep': 4.026, 'k': 4.026, 'house': 4.026, 'green': 4.026, 'good': 4.026, 'flavor': 8.051, 'find': 4.026, 'fear': 4.026, 'depth': 4.026, 'decafs': 4.026, 'decaf': 8.051, 'creamer': 4.026, 'coffee': 4.026, 'closet': 4.026, 'blend': 4.026, 'bitterness': 4.026, 'best': 4.026, 'add': 4.026, 'cup': 4.0}"
72258,"{'purchase': 8.067, 'use': 4.067, 'taste': 8.133, 'spice': 4.067, 'sampler': 4.067, 'point': 4.067, 'phat': 4.067, 'package': 4.067, 'overwhelmed': 4.067, 'include': 4.067, 'find': 4.067, 'could': 4.067, 'beets': 4.067, 'beet': 8.067}"
221798,"{'red': 12.067, 'world': 4.033, 'wines': 4.033, 'whole': 4.033, 'way': 8.067, 'vine': 8.067, 'truly': 4.033, 'song': 4.033, 'snack': 4.033, 'say': 4.033, 'new': 4.033, 'meet': 4.033, 'mann': 4.033, 'green': 4.033, 'great': 8.067, 'german': 4.033, 'friend': 4.033, 'favorite': 16.133, 'color': 4.033, 'best': 4.033, 'also': 4.033, 'aimee': 4.033, 'accent': 4.033, 'product': 4.0}"
17121,"{'dunno': 8.056, 'supplier': 4.056, 'receive': 8.111, 'pack': 4.056, 'order': 4.056, 'one': 4.056, 'misguide': 4.056, 'iams': 4.056, 'go': 4.056, 'false': 4.056, 'box': 4.056, 'biscuit': 4.056, 'another': 8.111, 'allege': 4.056, 'advertising': 4.056, '2lb': 4.056, 'ordered': 4.0}"
5800,"{'universally': 8.143, 'treat': 4.143, 'popular': 4.143, 'pet': 4.143, 'great': 4.143, 'eat': 4.143, 'dog': 4.143, 'natural': 4.0}"
262911,"{'really': 8.083, 'waffle': 4.083, 'use': 4.083, 'organic': 4.083, 'mix': 4.083, 'make': 4.083, 'love': 4.083, 'ingredient': 4.083, 'good': 4.083, 'fact': 4.083, 'easy': 4.083, 'definately': 4.083, 'order': 4.0}"
349187,"{'ordered': 8.029, 'year': 4.029, 'write': 4.029, 'use': 4.029, 'taste': 4.029, 'sugar': 8.059, 'sprinkle': 4.029, 'sheet': 4.029, 'scissors': 4.029, 'red': 4.029, 'punch': 4.029, 'product': 4.029, 'princess': 4.029, 'pink': 4.029, 'old': 4.029, 'marker': 4.029, 'little': 4.029, 'like': 4.029, 'light': 4.029, 'kitchen': 4.029, 'heart': 4.029, 'gum': 4.029, 'frost': 4.029, 'even': 4.029, 'edible': 4.029, 'decorate': 4.029, 'cupcake': 4.029, 'crown': 4.029, 'create': 4.029, 'circle': 4.029, 'chewy': 4.029, 'buy': 4.029, 'add': 4.029, 'item': 4.0}"
380680,"{'cat': 11.838, 'problem': 11.838, 'want': 3.919, 'wait': 3.919, 'toss': 3.919, 'til': 3.919, 'think': 7.838, 'take': 3.919, 'receive': 3.919, 'manufacture': 3.919, 'love': 3.919, 'late': 3.919, 'inspect': 3.919, 'inside': 3.919, 'food': 3.919, 'entire': 3.919, 'day': 3.919, 'crushed': 7.838, 'crush': 7.838, 'contamination': 3.919, 'come': 3.919, 'claim': 3.919, 'chance': 3.919, 'carton': 7.838, 'box': 3.919, 'amazon': 7.838}"
118335,"{'order': 8.007, 'would': 4.007, 'work': 4.007, 'wonder': 4.007, 'without': 4.007, 'well': 4.007, 'week': 4.007, 'wavy': 4.007, 'usual': 4.007, 'use': 16.028, 'typically': 4.007, 'treat': 8.014, 'thorough': 4.007, 'term': 4.007, 'tend': 4.007, 'sustain': 4.007, 'surprised': 4.007, 'super': 4.007, 'sulfate': 16.028, 'strong': 4.007, 'step': 4.007, 'star': 4.007, 'squeaky': 4.007, 'soft': 4.007, 'slightly': 4.007, 'since': 20.035, 'silky': 4.007, 'shower': 4.007, 'shampoo': 16.028, 'seem': 12.021, 'scent': 4.007, 'scalp': 4.007, 'rinse': 4.007, 'repair': 4.007, 'relatively': 4.007, 'regularly': 4.007, 'recommend': 4.007, 'product': 12.021, 'pretty': 4.007, 'prefer': 4.007, 'pleasant': 4.007, 'perform': 4.007, 'oily': 4.007, 'notice': 4.007, 'note': 4.007, 'normal': 8.014, 'negative': 4.007, 'might': 8.014, 'may': 4.007, 'make': 4.007, 'look': 4.007, 'long': 4.007, 'little': 4.007, 'linger': 4.007, 'like': 4.007, 'leave': 8.014, 'ideal': 4.007, 'however': 4.007, 'help': 4.007, 'head': 4.007, 'harsh': 4.007, 'hair': 40.07, 'give': 4.007, 'free': 8.007, 'formula': 4.007, 'fluffier': 4.007, 'find': 8.014, 'dry': 12.021, 'difference': 4.007, 'deep': 4.007, 'dark': 4.007, 'damaged': 4.007, 'damage': 4.007, 'could': 8.014, 'contain': 8.014, 'conditioning': 4.007, 'conditioner': 16.028, 'combo': 4.007, 'color': 24.042, 'clear': 4.007, 'cleanser': 8.014, 'clean': 12.021, 'buy': 4.007, 'body': 4.007, 'blow': 4.007, 'bite': 12.021, 'bit': 4.007, 'best': 4.007, 'begin': 4.007, 'anyone': 8.014, 'also': 8.014, 'add': 4.007}"
18232,"{'nut': 8.048, 'tight': 4.048, 'tasty': 4.048, 'pre': 4.048, 'powder': 4.048, 'package': 4.048, 'oxygen': 4.048, 'much': 4.048, 'moisture': 4.048, 'make': 4.048, 'keep': 4.048, 'hand': 4.048, 'ground': 4.048, 'grinder': 4.048, 'grind': 4.048, 'great': 4.048, 'fesh': 4.048, 'bag': 4.048, 'away': 4.048, 'aromatic': 4.048, 'air': 4.048, 'nutmeg': 4.0}"
177307,"{'couple': 12.05, 'worker': 4.025, 'without': 4.025, 'try': 4.025, 'think': 4.025, 'thailand': 4.025, 'thai': 4.025, 'tell': 4.025, 'taste': 4.025, 'tangy': 4.025, 'tangerine': 4.025, 'tamarind': 4.025, 'store': 4.025, 'slightly': 4.025, 'shipped': 4.025, 'sf': 4.025, 'restaurant': 8.05, 'resort': 4.025, 'piece': 4.025, 'order': 4.025, 'orange': 4.025, 'meal': 4.025, 'market': 4.025, 'love': 4.025, 'look': 4.025, 'like': 4.025, 'go': 4.025, 'global': 4.025, 'give': 4.025, 'flavor': 4.025, 'find': 4.025, 'economy': 4.025, 'citrusy': 4.025, 'candy': 8.05, 'asian': 4.025, 'amazon': 4.025, 'almost': 4.025, 'buy': 4.0}"
256464,"{'person': 8.014, 'year': 4.014, 'well': 4.014, 'way': 4.014, 'water': 4.014, 'want': 4.014, 'vitro': 4.014, 'use': 4.014, 'twig': 4.014, 'tea': 8.027, 'taste': 8.027, 'take': 8.027, 'strong': 4.014, 'say': 8.027, 'researcher': 4.014, 'research': 4.014, 'regularly': 4.014, 'recently': 4.014, 'read': 4.014, 'peppermint': 4.014, 'pay': 4.014, 'papaya': 12.041, 'normal': 4.014, 'need': 4.014, 'much': 4.014, 'mix': 4.014, 'mine': 4.014, 'marjoram': 4.014, 'many': 12.041, 'make': 4.014, 'long': 4.014, 'liver': 4.014, 'like': 4.014, 'leave': 4.014, 'learn': 4.014, 'leaf': 8.027, 'kind': 8.027, 'kidney': 4.014, 'inhibit': 4.014, 'info': 4.014, 'improve': 4.014, 'however': 4.014, 'helpful': 4.014, 'heard': 4.014, 'harmless': 4.014, 'good': 4.014, 'get': 4.014, 'florida': 4.014, 'find': 8.027, 'feel': 4.014, 'extract': 4.014, 'could': 4.014, 'consume': 4.014, 'cell': 8.027, 'cancer': 8.027, 'brand': 4.014, 'bought': 4.014, 'bitter': 4.014, 'attention': 4.014, 'also': 4.014, 'try': 4.0}"
